ID_Cliente,Nome,Idade,Estado,Cidade,Renda_Mensal,Score_Credito,Tempo_Banco_Meses,Tempo_Emprego,Tipo_Emprego,Escolaridade,Historico_Inadimplencia,Qtde_Emprestimos_Ativos,Qtde_Cartoes,Valor_Solicitado,Renda_Anual,Patrimonio_Liquido,Divida_Total,Parcelas_Mensais,Limite_Credito,Utilizacao_Credito,Endividamento_%,Valor_vs_Renda,Aprovado
CL_0136,Enzo Silveira,39,PI,Câmara da Mata,20708,613,198,172,CLT,Superior,1,2,5,31285,248496,290944,88948.23665505525,7923.299449077482,43370.84079708453,0.27,38.3,1.51,0
CL_0137,Sra. Alice Siqueira,44,PR,Garcia Alegre,19878,321,180,223,PJ,Médio,0,3,1,25154,238536,70616,93175.40199834469,1497.7637572656422,199781.91660142422,0.39,7.5,1.27,0
CL_0138,Valentina Nunes,52,RN,Cunha,29034,709,163,33,CLT,Médio,0,2,4,21054,348408,99815,556092.9305688731,4452.108996870659,244756.9625505576,0.4,15.3,0.73,1
CL_0139,Sra. Maria Clara Nogueira,18,SP,Sales,15731,814,221,44,Autônomo,Superior,1,4,4,18165,188772,117284,848190.4395663523,1852.1707815511008,30935.477770794303,0.18,11.8,1.15,0
CL_0140,Dr. Lucas da Luz,52,PE,Correia do Galho,28114,426,9,60,PJ,Fundamental,0,4,1,15439,337368,147551,1094026.0319229106,6855.433091501543,239359.27596757028,0.0,24.4,0.55,0
CL_0141,José Miguel Pires,54,CE,Moreira,4990,999,72,82,Autônomo,Médio,0,4,5,45518,59880,4586,231953.76262744813,918.0476794810617,36854.70309676596,0.85,18.4,9.12,1
CL_0142,Dr. Francisco Cavalcanti,64,MS,Montenegro,29753,313,129,122,CLT,Superior,0,1,2,89051,357036,12960,283345.6749004134,3125.4258107812248,224339.1407530537,0.72,10.5,2.99,0
CL_0143,Emanuella Rezende,31,AL,Cunha do Campo,10810,311,145,101,CLT,Médio,0,2,2,27962,129720,35543,543165.4808840804,2972.3518664659464,45396.630526272456,0.69,27.5,2.59,0
CL_0144,Sr. Ravi Costa,20,AC,Montenegro dos Dourados,9484,386,212,15,CLT,Fundamental,0,1,5,54934,113808,10817,15923.63025099862,2254.3887954271813,37286.053894140074,0.55,23.8,5.79,0
CL_0145,Antonella Pimenta,18,TO,Castro,19488,823,162,65,PJ,Superior,0,3,4,38763,233856,29974,267526.82508378767,2848.3210228418097,182951.12690079614,0.7,14.6,1.99,1
CL_0146,Helena Aparecida,22,RN,Cirino,13719,836,205,167,CLT,Superior,0,1,2,65094,164628,32771,513450.42856677755,2989.644140095754,52474.465606830534,0.94,21.8,4.74,1
CL_0147,Dra. Yasmin Carvalho,43,GO,Pinto,1735,600,150,144,CLT,Superior,0,3,3,20464,20820,9929,40363.88811194783,539.5995918087624,10251.915075791916,0.67,31.1,11.79,0
CL_0148,Maria Laura Moreira,31,RJ,Teixeira de Ribeiro,11661,542,218,118,PJ,Superior,0,3,3,43036,139932,15200,688821.9334808139,1420.8355489273304,100782.2796392647,0.27,12.2,3.69,0
CL_0149,Esther Pastor,56,RS,Carvalho Grande,3408,421,145,161,CLT,Superior,1,3,1,96949,40896,12508,10169.293805621519,519.7779746658225,6392.654029762987,0.57,15.3,28.45,0
CL_0150,Dom Aragão,44,AP,Nunes,10067,446,178,233,CLT,Superior,1,1,5,34270,120804,7548,603190.2000890902,1722.8547574767601,75905.50424526709,0.44,17.1,3.4,0
CL_0151,Sr. Apollo Mendonça,26,SC,Silveira,5030,866,201,123,CLT,Médio,0,2,5,43299,60360,14453,190482.6623583943,1566.1118926924162,37640.19469862033,0.56,31.1,8.61,1
CL_0152,Dr. José Gomes,32,MA,Moura do Campo,6756,655,151,143,CLT,Superior,0,1,2,86805,81072,25,230055.11798288423,2340.433178898075,57605.14087835451,0.52,34.6,12.85,0
CL_0153,Maria Sophia Ramos,32,PA,Costela,20519,984,172,101,CLT,Pós-graduação,0,2,4,32541,246228,101046,96425.58556744718,3729.0404454698946,104015.1004633449,0.86,18.2,1.59,1
CL_0154,Henry Garcia,43,PA,Casa Grande,9662,930,156,187,CLT,Médio,1,2,5,74545,115944,715,166879.53205313516,1486.1827684637615,57380.46834705301,0.65,15.4,7.72,0
CL_0155,Luiz Otávio da Paz,59,MT,Sousa,27646,608,238,65,CLT,Médio,0,3,2,83543,331752,82766,1536292.811213956,9988.675778486664,127991.648186465,0.19,36.1,3.02,1
CL_0156,Sara Sousa,30,MT,Câmara Verde,20444,994,122,193,CLT,Médio,1,1,2,92998,245328,2323,450374.47100501356,8173.055835811494,202188.10810080066,0.06,40.0,4.55,0
CL_0157,Evelyn Costela,68,PA,Cunha,6915,587,130,217,PJ,Médio,0,2,5,78078,82980,5137,277327.5146163852,1968.1733963914692,16849.907462148418,0.42,28.5,11.29,0
CL_0158,Dr. João Monteiro,49,MA,da Mata do Amparo,4891,606,144,12,CLT,Fundamental,1,4,2,83970,58692,8070,293315.1550140005,1939.248315769229,56698.885656306324,0.02,39.6,17.17,0
CL_0159,Ana Campos,56,RO,Novaes,12657,893,59,183,CLT,Superior,1,2,1,30765,151884,16543,210973.1940378785,3556.4676123485715,101043.3334885185,0.32,28.1,2.43,0
CL_0160,Aylla Porto,66,RO,Borges das Flores,29719,961,167,110,Autônomo,Pós-graduação,1,4,1,24769,356628,15191,1042351.0014337864,9115.147038330193,319656.79036432185,0.37,30.7,0.83,0
CL_0161,Miguel Leão,69,RO,Machado,7451,848,60,158,CLT,Médio,0,1,5,89001,89412,7263,314063.6900133424,1386.106553625252,42385.35655083835,0.38,18.6,11.94,0
CL_0162,Matheus Lopes,49,BA,Rodrigues,23352,651,23,33,CLT,Fundamental,0,1,4,88404,280224,72907,254071.67715357983,4706.330355132665,108705.18936973297,0.98,20.2,3.79,1
CL_0163,Ana Julia Santos,21,MS,Sampaio de Minas,9507,611,84,38,PJ,Fundamental,0,1,1,21156,114084,25244,94518.08770790466,954.954215141513,103702.20304533582,0.3,10.0,2.23,1
CL_0164,Ana Vitória Nunes,47,MG,Cavalcanti,29926,358,71,194,Autônomo,Superior,0,2,1,86836,359112,5352,838852.8691798107,10113.865929651378,62473.61688367461,0.27,33.8,2.9,0
CL_0165,Maria Laura Siqueira,54,PI,Santos da Praia,10564,942,133,135,PJ,Médio,0,0,5,51481,126768,34876,252329.34061606985,3970.6976608023338,24172.3287298393,0.13,37.6,4.87,1
CL_0166,Isadora Pinto,40,ES,Brito,27328,334,89,214,PJ,Médio,0,2,3,14435,327936,3574,1180456.6721560764,7329.4610611574435,117314.03578550588,0.51,26.8,0.53,0
CL_0167,Rodrigo Gomes,56,AL,Sousa do Galho,24297,744,220,205,Autônomo,Médio,0,2,2,70650,291564,45653,128461.05164931447,4137.209528654246,280813.18005173863,0.15,17.0,2.91,1
CL_0168,Luigi Ferreira,62,AM,Camargo,24825,392,167,119,CLT,Médio,0,3,1,47336,297900,17944,1448871.3423405231,2579.459347096525,197700.21063891408,0.62,10.4,1.91,0
CL_0169,Sra. Maitê da Costa,32,MS,Souza,27390,506,218,125,Autônomo,Médio,0,3,3,37135,328680,58240,55861.53586844696,3911.4201960700016,194363.01885325334,0.16,14.3,1.36,0
CL_0170,Carolina Sousa,60,MA,Jesus,22704,652,51,54,CLT,Superior,0,2,4,74631,272448,16504,829999.8741680052,3164.7933682570874,198862.51286674815,0.58,13.9,3.29,1
CL_0171,Renan Fernandes,46,GO,Sampaio de Viana,17024,631,149,26,Autônomo,Superior,1,4,3,38909,204288,171475,583630.3299483295,4506.844545000235,95201.95526942171,0.83,26.5,2.29,0
CL_0172,Heitor Nunes,53,PR,Fernandes Verde,20782,458,117,117,CLT,Superior,0,3,5,70487,249384,18487,189558.54435335688,7913.0190118152495,194079.11857179753,0.04,38.1,3.39,0
CL_0173,Renan Teixeira,30,PR,da Mota das Flores,25430,323,91,220,CLT,Médio,0,2,4,22468,305160,16907,256178.2542958177,1701.143929869514,135428.42314395306,0.42,6.7,0.88,0
CL_0174,Raul Monteiro,49,RR,Caldeira da Prata,1577,703,87,230,CLT,Superior,0,0,4,93609,18924,1235,75395.48101722504,79.41425826115557,15911.92216770509,0.46,5.0,59.36,0
CL_0175,André Borges,24,SC,Pacheco,9077,815,130,52,PJ,Superior,1,4,3,48655,108924,49406,484608.9807787012,2360.598027989397,35765.612060092746,0.79,26.0,5.36,0
CL_0176,Ana Lívia da Rocha,68,SE,Moreira,28697,663,142,38,CLT,Médio,0,1,5,35341,344364,69644,511994.58675403235,4287.939078105556,116309.32130062942,0.47,14.9,1.23,1
CL_0177,Kaique Vargas,39,RN,Sampaio Paulista,22111,681,191,64,Autônomo,Superior,0,2,1,65182,265332,69616,595941.8869819695,7919.981539109837,149165.58992919594,0.57,35.8,2.95,1
CL_0178,Alícia Monteiro,45,RO,Pires do Oeste,18484,831,171,144,Autônomo,Médio,0,2,3,52786,221808,110955,408010.42630691215,3041.3131419658926,106068.08176274144,0.79,16.5,2.86,1
CL_0179,Manuela Rios,19,MG,Novaes de Barbosa,15560,451,163,232,CLT,Superior,0,4,1,69304,186720,90707,85047.29349785145,2355.9109724803316,126491.50790776845,0.56,15.1,4.45,0
CL_0180,Eloah Siqueira,59,RS,Caldeira,18949,861,180,157,Autônomo,Médio,0,3,3,47514,227388,61077,772823.7787559101,2734.884866512931,94881.40061340612,0.36,14.4,2.51,1
CL_0181,Davi Lucca Gonçalves,62,ES,Nunes,20020,988,119,180,PJ,Pós-graduação,1,3,1,34979,240240,10591,995421.3182228232,2015.9837606685865,70791.86393827618,0.09,10.1,1.75,0
CL_0182,Ester Teixeira,23,ES,Pereira,28525,907,198,12,PJ,Fundamental,1,3,3,91887,342300,126917,545594.99977155,7232.104872564104,175939.1818185823,0.73,25.4,3.22,0
CL_0183,Calebe Santos,45,MT,Pastor,12035,916,129,20,CLT,Superior,0,1,4,81981,144420,6581,715147.8217691269,1310.3077464322762,86297.2261859297,0.87,10.9,6.81,1
CL_0184,Maria Liz Vasconcelos,45,RS,Vieira,27939,719,236,146,CLT,Superior,0,4,2,56107,335268,91077,158136.7395440088,5549.269490683328,71764.13194342493,0.97,19.9,2.01,1
CL_0185,Maria Júlia Aparecida,61,AL,da Paz,11010,549,73,52,CLT,Superior,0,4,4,2160,132120,30575,441647.3666349551,2326.8558033671434,78434.19276254365,0.93,21.1,0.2,0
CL_0186,Sr. Mathias Correia,61,CE,Lima de Vasconcelos,29673,416,88,18,CLT,Médio,0,3,1,88897,356076,101303,817663.4686519193,1696.4711774535476,133879.3463630293,0.8,5.7,3.0,0
CL_0187,Yago Ramos,37,MA,Vargas de Goiás,8443,811,35,56,Autônomo,Médio,0,3,5,73577,101316,15415,231846.39924135755,471.81635223546715,44891.183903392935,0.64,5.6,8.71,1
CL_0188,Maria Isis Correia,47,MG,Alves,13454,877,83,24,CLT,Superior,0,0,4,85303,161448,32874,378186.05014517676,3122.3295300870336,54791.40719259124,0.78,23.2,6.34,1
CL_0189,Lívia Correia,28,SP,Sá,9304,634,154,213,Autônomo,Médio,1,0,2,11846,111648,68427,152683.18313877124,2731.7675020309466,104628.25858765292,0.43,29.4,1.27,0
CL_0190,Ísis Ramos,45,MS,Costela,8065,717,63,30,CLT,Médio,1,2,1,20924,96780,2062,349013.63510314596,3062.6826918570123,68687.17819377416,0.59,38.0,2.59,0
CL_0191,Júlia Jesus,42,PA,Martins,7484,594,63,80,CLT,Superior,0,2,4,14882,89808,6634,326517.18880775606,843.3850529207283,29090.78267574986,0.35,11.3,1.99,0
CL_0192,Dra. Yasmin Fonseca,56,PA,Leão de Rezende,23026,670,100,182,PJ,Superior,0,4,3,81274,276312,52228,409976.7804090503,1983.473071126333,186403.40660332527,0.33,8.6,3.53,1
CL_0193,Luiz Fernando Guerra,50,RN,Garcia Paulista,6170,485,30,22,Autônomo,Médio,0,4,5,87555,74040,49247,310449.8427736023,420.9838350091825,63762.60943833347,0.76,6.8,14.19,0
CL_0194,Augusto Sá,18,GO,Rios Paulista,20074,545,188,31,CLT,Médio,0,1,1,2095,240888,4839,398077.1094515994,4067.2845573880973,108759.57282279198,0.45,20.3,0.1,0
CL_0195,Luísa Silva,44,CE,Cirino,10684,936,45,189,CLT,Médio,0,1,4,41983,128208,584,468338.22227632644,2864.3972654160775,108223.92630607115,0.21,26.8,3.93,1
CL_0196,Mariane Leão,69,BA,Ferreira de Dias,20596,567,171,73,CLT,Superior,0,0,1,15123,247152,2835,171251.339246697,7089.012927477163,55579.63212989131,0.2,34.4,0.73,0
CL_0197,Daniela Siqueira,30,AC,Ramos da Mata,3692,942,169,9,CLT,Superior,1,2,3,94668,44304,476,41053.77215560803,1066.7137168991844,37106.79678994482,0.86,28.9,25.64,0
CL_0198,Cecília Correia,58,CE,Macedo,2748,536,88,227,CLT,Superior,1,0,2,67615,32976,15722,54324.61814919004,337.80140693219784,19080.01436750029,0.68,12.3,24.61,0
CL_0199,Mariah Montenegro,20,RR,Cavalcanti,12746,829,179,199,CLT,Pós-graduação,0,0,4,96193,152952,39078,460382.68451044033,2697.3037815304406,44008.36106592755,0.55,21.2,7.55,1
CL_0200,Oliver Vargas,56,MT,Mendonça,14290,851,19,53,CLT,Médio,0,2,1,46278,171480,38769,559540.3166964481,5267.59725106274,78288.55423834371,0.4,36.9,3.24,1
CL_0201,Marina Casa Grande,23,CE,Brito,21917,320,100,51,PJ,Fundamental,0,1,1,98911,263004,38890,537092.3673954554,3602.264353210791,260109.26656997748,0.43,16.4,4.51,0
CL_0202,Srta. Beatriz Martins,25,TO,Marques,19881,819,200,147,CLT,Fundamental,0,2,1,91290,238572,72671,114851.38793581961,4464.390435937442,191237.6488355488,0.06,22.5,4.59,1
CL_0203,Dra. Manuela Guerra,44,MS,Melo,5187,399,200,159,CLT,Médio,0,3,2,52999,62244,2106,120181.32489581172,1999.5774367788993,37999.70252155052,0.45,38.5,10.22,0
CL_0204,Sr. Kevin Nascimento,26,ES,Peixoto,28227,777,100,113,CLT,Pós-graduação,0,3,1,32153,338724,33701,1177052.6315711634,8669.861005665067,63985.049154619475,0.8,30.7,1.14,1
CL_0205,Isadora Barros,54,AC,Costa,5518,898,67,13,PJ,Superior,0,3,5,19344,66216,8917,224331.71372560452,1720.0110067897997,30878.32745895526,0.39,31.2,3.51,1
CL_0206,Maria Júlia Leão,50,CE,da Conceição das Pedras,12802,597,76,177,Autônomo,Médio,0,4,5,38656,153624,3594,135951.4675331374,1770.732973574349,49845.440306189026,0.38,13.8,3.02,0
CL_0207,Sra. Joana Lopes,68,SE,da Paz de Fogaça,3470,825,87,155,CLT,Médio,1,1,1,71515,41640,4529,5752.210157798982,677.1508646815782,6180.111204720746,0.02,19.5,20.61,0
CL_0208,Nicolas Fogaça,59,SC,das Neves,9889,633,7,109,PJ,Superior,0,1,5,2212,118668,9031,449705.4305503484,779.4485778022184,68869.45120049837,0.46,7.9,0.22,1
CL_0209,Dr. Enzo Abreu,61,GO,Garcia,23649,301,4,52,CLT,Superior,0,4,4,10001,283788,2056,176290.24509046416,6202.755580457325,254960.87877090566,0.03,26.2,0.42,0
CL_0210,Sr. Théo Farias,41,PI,Pimenta,28702,674,24,151,CLT,Médio,0,0,5,79784,344424,10128,173421.20564769983,2477.142113944534,242003.74157967113,0.57,8.6,2.78,1
CL_0211,Maria Sophia Novais,32,PR,Aragão,19086,592,114,78,CLT,Pós-graduação,0,3,1,99723,229032,66148,25934.658960414425,6538.259600093999,71505.3987349564,0.51,34.3,5.22,0
CL_0212,João Guilherme Montenegro,49,MT,Fonseca,26019,852,59,21,CLT,Superior,0,3,3,82144,312228,1136,693067.0093243094,8718.806244565654,190184.07677163702,0.84,33.5,3.16,1
CL_0213,Caio Cassiano,49,PR,da Cunha de Rodrigues,23451,617,68,29,PJ,Médio,1,0,4,37427,281412,153197,722101.25431347,5552.300629246748,266768.6589664674,0.58,23.7,1.6,0
CL_0214,Yasmin Costa,41,SE,Almeida,25551,801,76,190,Autônomo,Superior,1,2,2,32368,306612,5542,988686.8977367872,2539.9766599760574,228734.2276895731,0.32,9.9,1.27,0
CL_0215,Dra. Carolina Aparecida,58,RN,Aparecida de Camargo,16874,680,100,3,CLT,Fundamental,0,2,1,71819,202488,65024,314000.73739322944,994.7669168523437,144850.0083644871,0.52,5.9,4.26,0
CL_0216,Ana Sophia Santos,69,PA,Guerra de Minas,23626,922,146,204,PJ,Pós-graduação,0,1,2,62160,283512,129783,1015279.467742019,7769.363642776286,275236.75318820425,0.7,32.9,2.63,1
CL_0217,Aurora Ferreira,66,PI,Novais da Praia,7288,313,114,58,CLT,Pós-graduação,0,4,3,26854,87456,49544,81310.12591476926,1895.2383445808096,71332.07561100091,0.09,26.0,3.68,0
CL_0218,Joana das Neves,66,CE,Nunes,6908,803,181,214,CLT,Superior,0,1,2,11715,82896,33506,346235.97246891324,2064.2856757290324,17289.74979298798,0.62,29.9,1.7,1
CL_0219,Pedro Carvalho,69,RR,Barros do Sul,28111,530,127,7,CLT,Superior,1,2,1,82701,337332,22874,978956.6283582319,4394.66273905126,135607.06922986798,0.92,15.6,2.94,0
CL_0220,Bruno Ribeiro,29,AC,Brito do Amparo,26553,383,169,209,CLT,Médio,0,0,1,59784,318636,25815,943500.3570238826,6062.553298289312,308454.19129356556,0.3,22.8,2.25,0
CL_0221,Gael Araújo,56,TO,Freitas de Pires,10946,429,88,11,CLT,Pós-graduação,0,1,3,27797,131352,14608,148151.85873849574,3409.7989647544546,69909.46769380414,0.63,31.2,2.54,0
CL_0222,Augusto Câmara,19,TO,Moraes das Pedras,2422,444,78,118,CLT,Superior,0,3,1,48573,29064,871,13460.493779365772,513.214916457608,5396.244818247021,0.82,21.2,20.05,0
CL_0223,Maria Luísa Siqueira,20,AL,Pires,1919,327,90,158,CLT,Superior,0,3,3,77120,23028,103,54741.04555017434,499.86971322261815,11599.690405003465,0.51,26.0,40.19,0
CL_0224,Luiz Fernando da Mota,66,AC,Azevedo da Mata,20088,365,170,205,CLT,Pós-graduação,1,0,3,15780,241056,98036,751250.6779447212,6556.821463119421,174101.2009461567,0.72,32.6,0.79,0
CL_0225,Dr. Lorenzo Vargas,54,SP,Pinto da Prata,12289,462,40,33,PJ,Pós-graduação,0,2,1,38905,147468,23822,83426.72471301512,1540.1462783874856,147136.5710586485,0.31,12.5,3.17,0
CL_0226,Enzo da Mata,66,CE,Pacheco do Sul,2620,528,190,81,CLT,Superior,1,3,5,22573,31440,5900,149579.53900791125,191.45679154081128,11954.951223351478,0.31,7.3,8.62,0
CL_0227,Joana Sousa,34,SP,Moraes,12760,560,61,97,Outros,Médio,0,3,3,34359,153120,80147,750905.1295103522,3013.123799281056,84917.23375805486,0.67,23.6,2.69,0
CL_0228,Cecília Pacheco,66,MT,Fernandes da Mata,18834,748,140,126,CLT,Pós-graduação,1,4,1,67062,226008,49449,626660.926380105,1351.226868009799,201080.97030511638,0.71,7.2,3.56,0
CL_0229,Dra. Maria Alice Abreu,19,PE,Jesus,3836,723,101,74,PJ,Superior,0,1,5,74391,46032,10807,218897.75844217264,1220.979823416803,18826.855533147245,0.94,31.8,19.39,0
CL_0230,Maria Luísa Sousa,19,AM,Nogueira de Novaes,6873,759,194,104,Autônomo,Pós-graduação,0,2,3,44463,82476,25506,80767.23453212035,2073.74909785546,15133.50146293858,0.22,30.2,6.47,1
CL_0231,Sr. Pietro Vieira,45,MS,Mendes de Garcia,3743,975,65,203,PJ,Superior,1,1,5,96018,44916,1111,10086.397928065346,1342.2376852531124,42813.536781436924,0.47,35.9,25.65,0
CL_0232,Maria Luísa Pereira,40,RS,Siqueira das Pedras,20529,600,51,48,CLT,Médio,0,2,4,17571,246348,22000,72206.2549786132,5621.799608688712,130828.21453123589,0.25,27.4,0.86,1
CL_0233,Isabela Andrade,54,MS,Moreira,27933,602,194,78,PJ,Médio,0,3,4,98276,335196,231187,998485.5819642994,2053.61041033912,182419.83132292834,0.08,7.4,3.52,1
CL_0234,Dom Silveira,49,MG,Sampaio de Teixeira,6112,586,34,184,CLT,Superior,0,4,5,20142,73344,37596,29487.605264072892,847.1430268473897,47876.52812202838,0.4,13.9,3.3,0
CL_0235,Luiza Campos,50,MT,Correia da Prata,15446,694,137,222,CLT,Superior,1,1,3,26104,185352,79879,889110.0920486851,5140.060344890517,16046.89358692008,0.37,33.3,1.69,0
CL_0236,Ayla da Conceição,18,MS,Sá de Fernandes,19749,309,23,92,CLT,Médio,0,3,1,9625,236988,28516,188517.49198209692,2142.694338334116,222027.00544940121,0.27,10.8,0.49,0
CL_0237,Maria Fogaça,36,MT,da Rosa de Minas,12604,929,22,153,CLT,Superior,1,2,2,40199,151248,58873,240959.5033525145,3711.4767357185947,62717.02419748155,0.3,29.4,3.19,0
CL_0238,Erick da Costa,19,SC,Mendonça,14929,569,156,17,CLT,Médio,0,1,1,16926,179148,1777,739941.6540427606,4823.422042959135,80112.75350889534,0.36,32.3,1.13,0
CL_0239,José Pedro Duarte,61,TO,da Conceição,28929,891,129,95,Autônomo,Superior,0,1,2,32218,347148,11162,406797.60185620456,4788.881470053994,84333.8706407785,0.99,16.6,1.11,1
CL_0240,Eloá Costela,43,MT,Gomes de Pastor,23912,904,70,213,PJ,Médio,1,3,2,45472,286944,30667,370314.2725796628,3892.9720144036223,123377.97514754262,0.78,16.3,1.9,0
CL_0241,Rafael da Cruz,49,AM,Teixeira,25210,660,112,37,CLT,Fundamental,0,1,3,92916,302520,39961,982377.3959989042,6182.271957648908,248151.580519507,0.07,24.5,3.69,1
CL_0242,Luna da Cruz,23,PB,Costa,7871,556,118,208,Autônomo,Médio,1,4,5,21566,94452,5777,137221.92782694026,2766.264653789461,77135.07900153076,0.87,35.1,2.74,0
CL_0243,Srta. Isabela Fernandes,49,BA,Porto do Campo,7859,432,216,86,CLT,Fundamental,1,4,1,57125,94308,8314,109915.3521931912,1008.8375942933153,88757.70109857101,0.63,12.8,7.27,0
CL_0244,Antonella da Mata,21,MT,Moura,9363,575,145,87,Outros,Médio,0,3,5,34205,112356,3992,151171.71721577964,3552.7001713407562,50892.8130798132,0.89,37.9,3.65,0
CL_0245,João Lucas Cirino,28,PI,Cirino de Carvalho,4728,982,122,49,CLT,Médio,0,2,4,30717,56736,7621,142076.74496071786,1227.821599640315,41587.18796695637,0.34,26.0,6.5,1
CL_0246,Gabrielly Peixoto,34,MS,Viana,21603,812,234,7,CLT,Médio,0,3,3,50984,259236,81872,1253118.1463763507,8581.667856218128,142139.38195663743,0.46,39.7,2.36,1
CL_0247,Laura Lima,55,RO,Garcia,29304,612,215,168,PJ,Pós-graduação,1,4,3,26135,351648,76154,1469173.3576032019,2384.314198785627,288475.92206475476,0.9,8.1,0.89,0
CL_0248,Sr. Eduardo Macedo,41,MA,Pinto das Pedras,15882,875,81,133,PJ,Superior,1,0,4,29164,190584,4347,284844.9970385903,1497.6209482001218,140364.51407955284,0.27,9.4,1.84,0
CL_0249,Luísa Silva,22,PB,Fonseca,20255,583,216,68,PJ,Médio,0,0,1,75489,243060,32502,457081.3110819835,6873.020406975807,102225.61126840865,0.92,33.9,3.73,0
CL_0250,Nicolas Nogueira,69,AC,Albuquerque da Serra,4391,420,118,171,Outros,Pós-graduação,0,1,4,39562,52692,12605,125201.98956744815,1548.5500981587759,20652.6828682876,0.83,35.3,9.01,0
CL_0251,Vitor Hugo da Rocha,51,RR,Macedo da Prata,5256,406,94,120,PJ,Fundamental,0,1,1,70110,63072,9521,308848.1484136125,1082.2658031271703,19851.213442424974,0.98,20.6,13.34,0
CL_0252,Maria Clara Peixoto,23,AP,Ferreira,22109,986,16,63,PJ,Superior,1,0,2,21169,265308,26374,250639.99482873912,6631.03987166581,162317.06373104622,0.32,30.0,0.96,0
CL_0253,Antony Aragão,39,DF,Brito,17270,503,157,156,Autônomo,Superior,0,4,3,60858,207240,40313,383739.5120015232,6107.450023964558,200371.22651728548,0.24,35.4,3.52,0
CL_0254,André Novais,28,MT,Camargo dos Dourados,17978,464,127,155,PJ,Médio,0,1,1,22604,215736,149383,792654.5922761295,1170.2729818093358,57542.79789777462,0.33,6.5,1.26,0
CL_0255,Bernardo Souza,65,RJ,Barbosa da Mata,4174,604,235,138,CLT,Médio,0,3,5,90670,50088,998,241590.6674341079,1047.1841729508517,8547.421214477188,0.95,25.1,21.72,0
CL_0256,Bento Moreira,33,BA,Albuquerque,8398,796,170,120,Autônomo,Médio,1,3,5,89738,100776,9963,86950.3936834912,2928.535723121311,19427.9925137257,0.33,34.9,10.69,0
CL_0257,Sra. Yasmin Pastor,50,RS,Costela,11647,931,60,64,CLT,Médio,0,4,3,1684,139764,14588,169696.10639829087,2205.4087238526063,111975.25310514047,0.57,18.9,0.14,1
CL_0258,Ana Júlia Novais,26,RS,da Cunha,2293,855,30,106,PJ,Superior,0,1,4,9007,27516,4734,33181.65183658269,357.3279630855282,11123.69347846955,0.4,15.6,3.93,1
CL_0259,Julia Novaes,23,AC,Garcia,27910,455,28,146,Autônomo,Médio,0,3,4,42787,334920,11057,67843.72105567779,9168.360753348921,96792.8597698375,0.4,32.8,1.53,0
CL_0260,Srta. Bella Costa,33,RS,Souza do Campo,3616,666,115,136,PJ,Médio,0,1,1,50582,43392,1686,132786.7474759495,605.7715000811895,17650.727652424335,0.19,16.8,13.99,0
CL_0261,Ana Beatriz Azevedo,46,PR,Correia,7279,919,193,154,PJ,Médio,1,1,4,75791,87348,5869,295799.20339042816,372.0370007697496,58949.99285244699,0.54,5.1,10.41,0
CL_0262,Larissa Vieira,20,SC,Oliveira Grande,13798,550,68,161,PJ,Médio,1,3,3,98798,165576,103339,505400.3512385569,5323.963897437047,96788.25623218725,0.85,38.6,7.16,0
CL_0263,Aurora Mendonça,37,SE,Machado,29401,633,155,171,CLT,Superior,0,0,1,84629,352812,93471,158582.87204949788,7563.205345184703,269885.9935524362,0.05,25.7,2.88,1
CL_0264,Cauê Rios,53,SE,Martins,15653,941,133,195,Autônomo,Médio,0,3,2,6782,187836,40715,82502.75850782674,5272.41989354906,74035.80410803769,0.89,33.7,0.43,1
CL_0265,Ana Clara Farias,36,AL,Barros da Prata,12611,810,202,99,CLT,Superior,0,4,4,67770,151332,51393,171140.46851705344,4273.307300946391,75316.85573959461,0.67,33.9,5.37,1
CL_0266,Dra. Alícia Araújo,43,DF,Cirino,12289,592,46,81,CLT,Médio,0,2,4,58645,147468,4025,224511.643041329,900.0911795861798,26072.982148039035,0.62,7.3,4.77,0
CL_0267,Isaque Jesus,20,RS,da Luz Verde,12897,319,99,142,CLT,Médio,1,3,1,32996,154764,60709,611946.7475799867,1416.1043970205328,23261.610936732606,0.63,11.0,2.56,0
CL_0268,Luna Siqueira,36,SC,Moreira do Galho,14499,581,44,50,CLT,Superior,0,1,5,30204,173988,31438,153285.56842990412,2303.7785626169452,88223.62642596275,0.3,15.9,2.08,0
CL_0269,Otávio Cirino,37,PE,da Mota,24050,300,229,140,CLT,Fundamental,0,1,4,18152,288600,23576,91212.5668964061,3901.9862318353353,103837.38249981907,0.42,16.2,0.75,0
CL_0270,Leonardo Albuquerque,49,RR,Abreu,2314,418,8,82,Autônomo,Superior,0,3,3,56186,27768,9396,56384.00105946297,649.2508767097714,17912.225763153074,0.8,28.1,24.28,0
CL_0271,Léo Cavalcanti,24,AL,Câmara,18229,334,169,176,CLT,Superior,0,2,4,91555,218748,70976,468191.07672760345,4887.131504340243,26851.751212780116,0.31,26.8,5.02,0
CL_0272,Letícia Melo,69,PB,Pacheco de Vasconcelos,12041,497,182,197,CLT,Médio,0,3,2,86024,144492,54008,333696.4652370321,2686.4244309556584,28169.078479440042,0.47,22.3,7.14,0
CL_0273,Ravy da Cruz,58,RN,Melo,26438,784,25,111,CLT,Fundamental,0,2,4,20689,317256,7788,1317192.1427427176,3276.786694172723,278051.0613043396,0.02,12.4,0.78,1
